Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
7e1752db-6dfe-3872-aff9-3472355b17f9,aa682136-a4df-3942-9f50-e6fcee6c0b73,Bradley693 Runolfsson901,M,GENERAL PRACTICE,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,59,0
b7212e26-23e7-367f-9aea-4c2684b070d6,5becf220-2978-3f33-bd38-9326947f85de,Thad495 Leannon79,M,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,26,0
9d6494e0-60ad-338d-9629-bee328dc25fc,ae88fd02-4911-3625-9e97-85b626ed3b0b,Adolph80 Farrell962,M,GENERAL PRACTICE,476 VARNUM AVE,LOWELL,MA,018542122,42.6443795,-71.34721987550876,3,0
71c27fa7-cff5-3335-9c67-78502f096cd3,a58ec72a-cf43-3de5-88c1-de2fbec976a5,Riley817 Bartoletti50,M,GENERAL PRACTICE,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,4,0
78fe1f8f-3500-3d46-84ce-f10ffafce223,03d0392a-7361-32b3-81c9-8c8ac985be00,Sid118 Daniel959,M,GENERAL PRACTICE,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,42.33302785,-71.1193506756953,23,0
3e0626d8-e0a8-338a-8107-cb92e606ddfd,a418cf76-2ee3-3736-a752-29ee33e86015,Francene766 Kuhlman484,F,GENERAL PRACTICE,62 CENTER STREET,FAIRHAVEN,MA,027193823,41.63663425,-70.90101829397507,9,0
99ee53fb-8fc6-3d7e-8bf0-63c7134fdf51,2936ca90-6594-357d-be14-53fe0ab84dd1,Daniel959 Ankunding277,M,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,266,0
5224867c-a34b-33cd-a1c8-fce7caba7188,883104df-bf21-3226-a432-30a61ac7416d,Lucius907 Hermiston71,M,GENERAL PRACTICE,19B CROSBY DR STE 160,BEDFORD,MA,017301412,42.5044791,-71.2417607,7,0
85bb9d86-2801-3d50-a570-a843b999a318,e3089df2-a1db-372a-b660-30392d8c197b,Marylynn944 Waters156,F,GENERAL PRACTICE,178 N MAIN ST,SHARON,MA,020671229,42.13301625,-71.17263163492832,29,0
a8b3738e-dae8-317c-b1ff-4ac977e71338,77d67d58-b097-3309-a94c-abd49c432528,Martine382 Moore224,F,GENERAL PRACTICE,383 MILL ST,WORCESTER,MA,016022414,42.2618147,-71.85253220643622,2,0
e16b80fe-1c5b-3522-a964-4bb1fd5f3a22,42d4b607-f14d-370a-818e-40965685776c,Marchelle563 Hettinger594,F,GENERAL PRACTICE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,130,0
7e84825c-50fa-39f5-afb0-051c93a27ddb,ab701a70-a658-340e-8f69-ee196a7d40c6,Jolie499 Parisian75,F,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,320,0
9826b1f1-d739-33f3-a560-13de5e20af9c,41e77ca4-b0d7-3c1d-ac88-4ae5a705913d,Johnson679 Pfeffer420,M,GENERAL PRACTICE,20 CLAFLIN STREET,MILFORD,MA,017573356,42.137601149999995,-71.51680334935877,1,0
6bb50a76-50ed-3d07-954c-1bb45e7db87c,11ba6a26-59b4-3728-a268-6dc9929962b4,Angelic427 McCullough561,F,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,31,0
f9dd8ce2-e515-3223-87f9-fd883bff3b3a,f736c0f5-6d39-3e26-8ac1-39e1fc60dfbe,Huong243 Jakubowski832,F,GENERAL PRACTICE,11 QUARRY HILL ROAD,LEE,MA,012389645,42.2816564,-73.25307843923315,173,0
83aa4148-a8d7-3dbb-981e-2a928ef234ec,71472d9b-aa5c-3b49-a5c3-d0eee8859015,Cuc113 Kutch271,F,GENERAL PRACTICE,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,74,0
ec1d0cb0-e7d4-34d5-936a-3aa45b25f336,8a2e2731-3240-39d1-b4f0-cad14200937d,Rebeca548 Cardenas331,F,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,639,0
1b8072e5-1cb3-3d05-bed4-d28edb84282c,dcbd0460-9bcf-3e7d-a923-1d22bcc5a9bd,Salvador46 Dooley940,M,GENERAL PRACTICE,279 DALTON AVENUE  SUITE B,PITTSFIELD,MA,012013500,42.4606344,-73.22185917597403,41,0
34672811-1409-3542-9513-13465310e65c,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Cherish740 Toy286,F,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,151,0
f42768a3-cd24-31c2-8282-0de95abc0ec5,4cf79e95-2815-3a4c-a3b8-951fe548dd27,Tracey100 Champlin946,F,GENERAL PRACTICE,20 ELM ST,PITTSFIELD,MA,012016502,42.4458896,-73.2448206979669,31,0
353816ae-b1ba-370a-8a1f-04f0a69d7d32,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Cecil300 Fahey393,M,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,125,0
d93beeb8-1d8e-33fa-ad11-206b0d2e07b0,592a8cbc-999b-3060-89e3-60925fa3c349,Kory651 Hintz995,M,GENERAL PRACTICE,865 CENTRAL AVE,NEEDHAM,MA,024921316,42.2905133,-71.25420518075296,20,0
7765e7a0-d90b-3918-9140-3fd842e2c874,0c8cc36b-3025-37ad-b7ab-50ea3aeea5a8,Jenniffer979 Terry864,F,GENERAL PRACTICE,143 LONGWATER DRIVE,WEYMOUTH,MA,021902432,42.2212188,-70.9391625,64,0
b73c8a7a-e2c8-3eb0-a1dc-cce77afca40f,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Victoria535 Hernádez343,F,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,2,0
811ca530-1bfb-3adb-af04-8754435fe056,59d1f454-5701-3f71-8fe7-94f785e15062,Wilton999 Lesch175,M,GENERAL PRACTICE,57 OLD ROAD TO 9 ACRE CORNER,WEST CONCORD,MA,017423317,42.4566859,-71.3942316,2,0
ede3b369-8976-380c-9f72-a7e283012d61,fa564970-fde4-332c-91d9-c0747b032d3e,Jeremy766 Hudson301,M,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,18,0
ad9a75e1-e032-36fd-b7bc-266a532e9f60,39104cad-5228-3e07-9b3e-3ad736b33d5d,Chase54 Muller251,M,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,44,0
3a274037-6e53-36f2-b316-7fbfd9608a95,1311c44a-85cb-3aea-a143-e5d7892ced8b,Kathrine376 Reinger292,F,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,299,0
352ce8cf-8179-3e44-a00d-bf3986636cae,5fab4eec-522e-334a-a3e0-41605e009495,Lou594 Fadel536,M,GENERAL PRACTICE,485 FRANKLIN ST,FRAMINGHAM,MA,017026215,42.2901292,-71.42823088074331,2,0
1a8e4297-35fb-3ada-a1b2-b089f3938355,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Gracia333 Schuster709,F,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,41,0
d8a33609-0268-3a06-86da-612d6381a49a,b4359169-6bc8-3e93-9e0c-19c6bf518e58,Hallie315 Auer97,F,GENERAL PRACTICE,126 MONUMENT ST,HAVERHILL,MA,018322527,42.78715445,-71.10946686154523,3,0
69e74fc7-2e8d-3fad-83b0-5e937279c9fe,4846e68f-845b-38e6-aa40-48196bf9ff0e,Carylon722 Corwin846,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,1,0
7c8d921b-d820-32e0-8471-e586c06ccb32,667b46fe-0afa-3f70-a311-bbe3d52db050,Mickey576 Borer986,F,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,49,0
aedaad36-482a-3a13-920f-f266d3ee4423,0ff7cb48-0c93-31cf-9442-0b034084d588,Rodrick370 Kreiger457,M,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,1,0
371ff160-f0b4-39f2-a7a3-993525212765,50a91b37-cb62-3883-aa31-33802f142c2d,Leesa210 Bashirian201,F,GENERAL PRACTICE,65 WALNUT ST,WELLESLEY,MA,024812112,42.324730450000004,-71.25364984557581,13,0
13dca928-f4ed-387c-af95-7ce99a77306a,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Tambra47 Heaney114,F,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,19,0
96a4d09f-a2f8-3d09-8cd9-9cba30ebfe3f,009f87f0-4bb6-350c-ba41-0b3235a7ca43,Ramona980 Pérez790,F,GENERAL PRACTICE,277 ELLIOT ST,NEWTON UPPER FALLS,MA,024641201,42.3134306,-71.2206105,4,0
8154eb9c-258f-3cc8-a45f-f30df4a02313,f945589f-88aa-366b-9e9d-2418d091112d,Azzie965 Ziemann98,F,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,84,0
81d0375f-4d7f-3379-ae96-d56a722f64f5,dd913783-9448-36f9-816d-37199011617b,Murray856 Corkery305,M,GENERAL PRACTICE,7 HARVARD ST STE 220,BROOKLINE,MA,024457979,42.333476142857144,-71.11868571428572,24,0
8fdf0d0f-6fe7-38e1-b9d8-a23aab0b28df,fe675917-7b09-3afd-a6e6-128cc4de4734,Chery887 Kohler843,F,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,139,0
c1067f94-58c6-34d2-81a7-4ccf652be119,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Harland508 Rippin620,M,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,72,0
b21086d8-586d-3d54-b6d8-d736a2bb8f27,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Shirley182 Baumbach677,F,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,1,0
28657886-8ae3-3509-af1f-1690710cfb54,5d4da50c-8593-304f-b266-57d8f7d634a2,Hugh686 Klein929,M,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,3,0
89d622f4-6d7f-36f4-bcb5-edfb0f85dea7,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,4,0
91af3d75-52a2-3636-a644-eb57f1c8fe4a,8f0ec876-22d3-3986-892e-4c2052d0fffa,Simone657 Harris789,F,GENERAL PRACTICE,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,3,0
13b2fd65-c7d0-3c8b-bb58-24497d22bad5,643eac8e-1620-3b6a-b9f3-664b003d22cd,Frederick289 Kiehn525,M,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,289,0
1971a6cf-99a3-3318-af87-d5c2681999f6,8e3ca57f-6f74-3d61-9803-ab1424290216,Concha418 Mann644,F,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,18,0
1c89dabc-2805-3dcb-b781-22e8ee4446f3,5fcff9db-16e4-3e56-aa78-abbc16338097,Marcus77 Schamberger479,M,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,1263,0
95a811de-d0ea-3de1-8821-7d6bcafe9c7a,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Brigitte394 Bartoletti50,F,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,15,0
17055682-bb3c-37c1-9f2b-93059a59330f,40c01d75-1542-3e0b-8e5f-78d3031beba1,Daysi106 Reynolds644,F,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,47,0
dcb8b531-4658-34a3-90be-29094c97254e,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Jaime666 Ortiz186,M,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,84,0
e66f162b-4e72-33ea-9231-c982fa190321,cce87420-edd2-3473-9d82-5633f05186a7,Loise968 Keebler762,F,GENERAL PRACTICE,121 NORTHBORO RD E,MARLBOROUGH,MA,017521844,42.3420796,-71.58749123634463,4,0
78cc8442-850a-38e3-98a6-afd5580912b9,2617efb0-1afe-3c9c-afbe-2ca94f9c198c,Adrienne302 Jast432,F,GENERAL PRACTICE,140 WOOD RD,WEYMOUTH,MA,021901338,42.2212188,-70.9391625,121,0
0cd8a6f7-4ee7-3811-b590-cdbaa30b5f31,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Dinah304 Kub800,F,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,24,0
396cbb9a-b03c-3826-b0e8-566ff8a29fb0,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,9,0
3e4664d5-42db-3f98-8771-3488b40f0498,93c3d861-e05d-33b9-91eb-1768470229d7,Phoebe31 Thiel172,F,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,113,0
a92a06ff-7015-3c41-a07a-b0face3c4408,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Delmer311 Nolan344,M,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,14,0
27d33503-bf5e-3452-9d5e-9eca4424d8ae,c272e12f-e154-3fee-b05d-b7c0cab2657d,Trinidad33 King743,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,73,0
1a6301ca-7d01-303a-a58b-5ec273cb8f7c,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Livia401 Rippin620,F,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,29,0
c0dd63b8-d5d5-35c0-a94a-5d7f257ce4a2,8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Krystal150 Pollich983,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,360,0
603e59f0-ee5a-303c-b8a6-1f76fe88c370,b66db758-a205-3227-9cfb-bf19d2c1962d,Jamal145 Stroman228,M,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,36,0
64517f36-8b16-3585-90ec-81415237ee8a,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Ariel183 Von197,M,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,229,0
07bd20c3-5e18-399d-b104-7a82b250ce5b,f549a720-814b-3dc6-ae77-6376a22564ee,Nichole96 Prosacco716,F,GENERAL PRACTICE,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,1,0
483f05c9-d98f-358e-9f96-0ba817c0f3af,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Sparkle906 Bernhard322,F,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,43,0
8bdb200d-5644-3fc5-be18-c162ea120dee,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,935,0
89b5ea9e-0776-36db-bb36-d219787ab133,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Alena861 Rolfson709,F,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,20,0
e1f69104-81f1-39dc-9f43-9da5ae25ee0c,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Aaron697 Kohler843,M,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,85,0
f27864c1-28a7-36ec-8906-e7483b7a0264,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,41,0
e7c2fcb3-d861-3ed7-86fa-d5b1c9a59e74,5fa5e611-be3d-3ebb-8f71-124325f6005f,Isiah14 Nikolaus26,M,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,29,0
f4b297ca-34cd-3d3a-9522-c51e8d0d2f70,bff65303-97b4-3841-950a-1c9e9e735de0,Alline927 Schimmel440,F,GENERAL PRACTICE,100 AMITY ST,FALL RIVER,MA,027212202,41.6737661,-71.16934217317342,2,0
37b0d58e-ce0c-3e56-88b2-5cf9a341f5e8,bf556284-7513-3620-a10e-5393183a9a87,Tabatha105 Roob72,F,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,1177,0
ce83799b-a61a-3d63-971e-af3fd175abff,9fd71acd-3535-353d-975f-ed7dbf5f9961,Denny560 Herzog843,M,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,143,0
da936879-5109-335e-9bc6-259cc434e7f9,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,165,0
c119e145-142b-36dd-b5ff-08db4b3d5934,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,234,0
f180fc98-1ddc-3e46-a323-3b4fe27baa66,05137a62-1a8f-34ff-8baf-a0c35c238ea0,Houston994 Olson653,M,GENERAL PRACTICE,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,23,0
cf3dfcce-0c5f-3b52-977c-3e173e11fb9b,7b9a19b2-d900-3f93-a47b-4b88491fb57b,Francis500 Witting912,M,GENERAL PRACTICE,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,2,0
5088decc-f90f-387f-a070-4caaf0ececc0,4ffa4412-1493-3beb-b8f0-6614dde953a4,Sulema841 Ryan260,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,963,0
d16c21cf-d522-315c-b912-344143fac82c,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Olinda137 Paucek755,F,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,134,0
581072ac-eb37-3fda-94a1-a4c4fb8a2db9,a14e698d-a9ba-3eae-9c8b-682ec726433d,Karla801 Cummerata161,F,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,253,0
60088362-cbfd-31de-83f7-889cb8528309,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,102,0
d122d06b-53ef-3b2d-9148-dff0c269c3f6,dd9914b0-9491-3330-a890-d34e95e497ea,Assunta351 Haley279,F,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,157,0
bf213e37-1bf6-34ba-8c6a-f745057200b0,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Ferdinand55 Moen819,M,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,18,0
b72472c5-a378-38d2-a251-c1edd3c5abf2,7f26da64-69ab-3db4-b285-c48c9836a653,Lupe126 Hansen121,M,GENERAL PRACTICE,500 WENTWORTH AVE,LOWELL,MA,018524937,42.631409,-71.283668,2,0
1836fe22-0ae8-3353-8484-2eb51a5ca350,a247ed53-5f17-3eb5-87be-1d2257fa1579,Kayleigh718 Weissnat378,F,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,2,0
508244e0-5520-357c-8fa0-2f0b21173720,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos263 Cronin387,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,62,0
73db788a-90a0-3ed5-ac14-ca51e086a476,a7147477-c4dd-3018-b921-2707d7e098ee,Chrystal576 Kreiger457,F,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,12,0
036c32cf-68cd-3757-85c8-327e68f60e2c,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Clemente531 Schamberger479,M,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,77,0
e0e2b901-7e78-3a12-9a92-b373249cd71d,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Ariane992 Pagac496,F,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,3032,0
4e93630d-b03e-3275-b9fb-cd7c663fa490,1c42af32-f17e-32ec-b007-4ff8e2de493e,Ivette731 Wunsch504,F,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,887,0
829550c4-3f87-332e-a592-ab1bbba9ccee,ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,Theo630 Homenick806,M,GENERAL PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,019692101,42.704962,-70.90837,72,0
be0ec619-e74b-30e5-bab2-0c14ea032d0f,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Venice604 Rogahn59,F,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,8,0
a527a764-75bc-38bf-a2f9-6f54d379eef6,65eda534-1bdc-3192-8d02-1c3764447790,Shanell37 Hand679,F,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,122,0
f45699fd-c751-34e1-bb66-2145764ab6f1,14932db8-e179-331d-98ad-dc1c352cb6d3,Lora418 Barrows492,F,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,2,0
9b122ac8-da05-36b8-bccb-634c34f629af,d613e441-68e8-3502-8adb-3f770a1276bf,Lola232 Caldera106,F,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,143,0
de3dc589-f685-3b10-812a-18efd2480e7a,de29a374-221b-3cb4-8051-a02c1a35e5b7,Morgan564 Marvin195,M,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,250,0
a7c47a60-585e-3b43-8a03-7b2be4f7069e,b0b89e26-30e3-35d4-af87-29fb529579cf,Julian715 Jakubowski832,M,GENERAL PRACTICE,391 HANOVER ST,FALL RIVER,MA,027205432,41.71019285,-71.14377103194548,3,0
08c65af7-442b-3f4d-94bb-d56c7641c2e6,ea153d0a-9ccc-3769-9a25-934b417071b7,Tashina114 Towne435,F,GENERAL PRACTICE,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,39,0
d74d3bd6-7f17-375c-be87-035b54d7b0d1,d3085315-9893-34c7-8889-3a31dc17c2b0,Zachery872 Rau926,M,GENERAL PRACTICE,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,197,0
cdd839e5-f23a-39d3-9b00-5ed3c419255c,ace1ac31-036a-38fd-b451-b3b87157c717,María842 Ortiz186,F,GENERAL PRACTICE,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,81,0
23f4c19b-7315-3bee-a333-c298945448b0,cfdca72d-58a2-3bb6-9986-81a5be27f92f,Dora90 Dach178,F,GENERAL PRACTICE,30 MA AVE,NORTH ANDOVER,MA,018453458,42.6839894,-71.1127065,17,0
