Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c2388c24-e47c-43ce-c23f-d17eadb5be39,1977-02-13,,999-12-1662,S99911384,X69101648X,Mr.,Quintin944,,Greenholt190,,,W,white,nonhispanic,M,Dartmouth  Massachusetts  US,892 Haley Key,Natick,Massachusetts,Middlesex County,,00000,42.28222747066628,-71.36060122348505,47076.08,39748.60,453349
2ca54ff2-8440-c5b0-14ac-140076a9a1bc,1973-12-01,,999-33-8441,S99913382,X64148864X,Mr.,Jaime666,Doug189,Hermiston71,,,S,white,nonhispanic,M,Boston  Massachusetts  US,258 Schneider Center Apt 73,Dartmouth,Massachusetts,Bristol County,,00000,41.57209781468029,-70.9695188851551,87062.96,16597.58,48662
000d2e14-ede2-35e5-07ea-a2d13337f427,1970-03-01,,999-87-2921,S99926823,X37469393X,Mr.,Beau391,,Yost751,,,M,white,nonhispanic,M,Randolph  Massachusetts  US,1069 Johnson Road Suite 74,Northampton,Massachusetts,Hampshire County,25015,01053,42.37641812520124,-72.66934848155405,177355.35,16014.29,144911
aabe7802-ac56-4f2e-0042-59b5d6dcdf02,1970-01-29,,999-92-6956,S99940325,X35721151X,Mrs.,Marie754,Rubi442,Gaylord332,,Konopelski743,D,white,nonhispanic,F,Norfolk  Massachusetts  US,338 Zieme Plaza Unit 10,Billerica,Massachusetts,Middlesex County,,00000,42.58801030141843,-71.23273797408206,28249.54,1272988.65,14485
c449ba81-ec9e-1242-e6f1-7442b701ba20,2001-08-03,,999-81-9178,S99986791,X52499855X,Mr.,Gilberto712,Óscar156,Tello902,,,,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,380 Smith Parade,Beverly,Massachusetts,Essex County,25009,01915,42.546077516045806,-70.85351912516909,32141.22,31834.06,749195
0ff6922d-f5f0-a709-865d-6b0b217e5373,2014-01-06,,999-29-3107,,,,Jorge203,Quinn173,Volkman526,,,,white,nonhispanic,M,Norton  Massachusetts  US,655 Terry Meadow Unit 8,Uxbridge,Massachusetts,Worcester County,,00000,42.059399662696975,-71.61396089987022,18335.67,2625.13,49647
27f47c00-c7e7-77fc-db8a-8b8f1797ab1e,1974-07-24,,999-26-8096,S99991658,X25578791X,Mr.,Jere230,Oliver401,Runolfsson901,,,S,black,nonhispanic,M,Natick  Massachusetts  US,914 Wehner Bypass Suite 22,Mansfield,Massachusetts,Bristol County,,00000,42.05127720279863,-71.18650192184958,146667.28,20519.11,167631
d6534f9e-4eed-5438-3f8e-e4e1bd01ae05,2003-05-25,,999-81-6702,S99931643,X75419260X,Mr.,Frederick289,Lenard338,Kutch271,,,,white,nonhispanic,M,Lynnfield  Massachusetts  US,672 Blanda Lock,Raynham,Massachusetts,Bristol County,,00000,41.92239654992219,-71.03328753221352,102500.95,588359.68,48660
02cc37f5-f300-f233-277c-4157acdaa2ce,1967-07-22,,999-84-4291,S99990164,X13015861X,Mr.,Elroy493,Ben667,Gerlach374,,,M,other,nonhispanic,M,Everett  Massachusetts  US,210 Prosacco Green,Tyngsborough,Massachusetts,Middlesex County,,00000,42.68777972983133,-71.45424443369814,204436.00,0.00,45223
6fdab4cd-ebc0-cb08-215c-b13860f791c5,1966-02-25,,999-80-1496,S99995822,X68361041X,Mrs.,Gerri75,Joan322,Bogan287,,Murphy561,M,white,nonhispanic,F,Waltham  Massachusetts  US,542 Schuppe Plaza Unit 84,Lynn,Massachusetts,Essex County,25009,01940,42.52984149198287,-70.96900133182687,444555.94,1555241.25,132176
344fdc7c-1ba6-2725-8b5f-f5d56e90438c,1959-08-13,,999-97-1123,S99997265,X37421301X,Mr.,Brant303,Alonzo487,Cummings51,,,M,white,hispanic,M,Monterey  Massachusetts  US,512 Lakin Esplanade Unit 46,Westfield,Massachusetts,Hampden County,25013,01086,42.20272007294235,-72.80745509759481,298065.39,15196.26,41767
d319f70b-8f86-bbf8-cf1b-7972b039c454,1963-08-20,,999-63-8898,S99979602,X40468930X,Mr.,Jim478,Refugio197,Hettinger594,,,D,white,nonhispanic,M,Easthampton  Massachusetts  US,130 Hodkiewicz Drive Suite 92,Revere,Massachusetts,Suffolk County,25025,02151,42.38385124460994,-71.01425279127291,111811.81,24096.43,93320
3f7ab7ea-632f-2a16-48f3-64e5bfcffd80,1963-05-16,,999-95-6176,S99961158,X81869945X,Mrs.,Rosa195,Ramona980,Villanueva621,,Gastélum330,M,white,hispanic,F,Caracas  Capital District  VE,957 Kris Crossroad Unit 18,Yarmouth,Massachusetts,Barnstable County,,00000,41.659900891105835,-70.20814238233265,1431341.69,388257.29,36057
5033a157-57bd-168e-8e01-66197d515864,2007-07-21,,999-21-5626,S99984941,,,Phuong301,Nery414,Moore224,,,,asian,nonhispanic,F,Daegu  Daegu  KR,680 Lang Avenue,Woburn,Massachusetts,Middlesex County,25017,01890,42.509197659683565,-71.19686241017827,38999.21,12949.93,47661
d8e719c5-f8a7-7fa3-fd0b-c3b802cd9cb0,1983-05-20,,999-28-1242,S99918925,X88128051X,Ms.,Ellyn26,Liz413,Stamm704,,,S,white,nonhispanic,F,Randolph  Massachusetts  US,196 Dooley Mews Apt 24,Watertown,Massachusetts,Middlesex County,25017,02472,42.40465005645492,-71.1331147680351,930508.53,195453.65,63799
35c82683-5983-1c57-de3e-fca22394e9b3,1997-01-29,,999-84-5339,S99977632,X76701372X,Mr.,Jesus702,Lester513,Kunde533,,,M,white,nonhispanic,M,Natick  Massachusetts  US,480 Hegmann Station,Somerville,Massachusetts,Middlesex County,25017,02140,42.386851354122555,-71.10958068828171,70630.34,2400.84,165273
8ed61681-d8ca-a541-b580-3ab95f52e09f,2016-09-16,,999-27-5994,,,,Tawna357,Pamila110,Feil794,,,,white,nonhispanic,F,Agawam  Massachusetts  US,107 Feest Dam,Waltham,Massachusetts,Middlesex County,25017,02452,42.42212257325843,-71.25490406311508,1595.86,22993.80,15998
d1bc87ea-02aa-cef3-8332-6217f34f314f,1953-11-16,,999-51-2412,S99919463,X72072602X,Mr.,Cleo27,Joe656,Littel644,,,M,white,nonhispanic,M,North Andover  Massachusetts  US,400 Brakus Haven,Milford,Massachusetts,Worcester County,25027,01757,42.20606997023422,-71.50362149809662,291676.82,69864.30,74358
532a7228-5576-c9bb-c069-10d54621a91d,1968-05-16,,999-35-2604,S99951798,X59620985X,Mrs.,Twanda979,Lasonya941,Dare640,,Feeney44,W,white,nonhispanic,F,Worcester  Massachusetts  US,274 Harber Gardens Suite 17,Boston,Massachusetts,Suffolk County,25025,02110,42.406816684732135,-71.16835510267175,337323.15,871299.26,46149
f5c86d75-aeb0-dbc3-79f0-67a1a107c20c,2022-10-03,,999-61-7669,,,,Jama227,Yadira684,Greenholt190,,,,white,nonhispanic,F,Revere  Massachusetts  US,129 Goyette Rapid Suite 8,Palmer,Massachusetts,Hampden County,25013,01069,42.18667151352046,-72.37647786090142,4075.87,2951.16,75049
f96609bf-5871-1137-1073-233dee5cd3b2,1956-12-17,,999-75-8527,S99995337,X22838286X,Mrs.,Lilia791,Esperanza675,Gaitán874,,Reyna401,W,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,885 Bayer Track Apt 48,Easthampton,Massachusetts,Hampshire County,25015,01027,42.32933870761632,-72.73573458177137,1002923.60,751377.22,76891
191ee9ed-82e3-46a7-b4fd-208218c3b143,2013-10-14,,999-13-6426,,,,Chet188,King743,Mertz280,,,,white,nonhispanic,M,Boston  Massachusetts  US,597 Nitzsche Spur,Quincy,Massachusetts,Norfolk County,25021,02171,42.22178520365732,-71.05445265153428,38324.95,11523.27,71239
9939239c-62c9-f313-507d-620dd9ae31b1,1971-07-03,,999-87-4282,S99910760,X19162949X,Mr.,Nestor901,Jamal145,Rau926,,,M,white,nonhispanic,M,Carver  Massachusetts  US,1003 Breitenberg Brook,Quincy,Massachusetts,Norfolk County,25021,02170,42.21277187690283,-71.02352374483127,121504.20,221062.96,41874
72aed5eb-ed0b-15cb-40b9-d4fc3f218839,1967-12-31,,999-88-4174,S99938532,X89624787X,Mr.,Colby655,Abdul218,Kuhlman484,,,M,white,nonhispanic,M,Rutland  Massachusetts  US,831 Bailey Forge,Barnstable,Massachusetts,Barnstable County,25001,02673,41.6498537969743,-70.25463274094078,16121.48,199091.69,8053
c7aa40a8-0c7f-3ddb-f117-257d8ec56592,2008-03-08,,999-11-9432,S99986917,,,Elise948,Angelyn934,Trantow673,,,,white,nonhispanic,F,Chicopee  Massachusetts  US,814 Kilback Plaza Suite 44,Somerville,Massachusetts,Middlesex County,25017,02138,42.38213722708491,-71.08777968189827,60567.80,56290.70,52960
57fb5b21-c9e2-43aa-0a6e-b36c5ba501a4,1981-02-05,,999-38-9380,S99986210,X43714640X,Mr.,Adalberto916,Al123,Lang846,,,M,white,nonhispanic,M,Revere  Massachusetts  US,502 Yost Spur Apt 0,Hamilton,Massachusetts,Essex County,,00000,42.63132162277251,-70.83868391260253,98705.57,0.00,115714
58178352-fa5d-ec9a-7744-2479a291d20a,1990-10-30,,999-62-7705,S99987123,X34341265X,Mrs.,Kandy733,Tomi599,Cole117,,Conn188,M,white,nonhispanic,F,Mansfield  Massachusetts  US,247 Bechtelar Vista Unit 47,Weston,Massachusetts,Middlesex County,,00000,42.36069580439803,-71.29430558140618,194707.32,613779.66,904347
65e1de3f-1122-8c1c-5549-77501acc70c5,1986-12-01,,999-30-9359,S99929586,X6124195X,Mr.,Kevin729,Harland508,Mills423,,,M,white,nonhispanic,M,Northbridge  Massachusetts  US,523 Lakin Estate,Weymouth,Massachusetts,Norfolk County,25021,02190,42.201269116371506,-70.9651998138075,288631.04,4730.38,47991
737c416c-50c1-5d0b-b464-12ecf2a5d288,1960-05-08,,999-30-2566,S99939939,X9215627X,Mr.,Johnson679,Pete38,Rowe323,,,M,white,nonhispanic,M,Ashfield  Massachusetts  US,329 Homenick Avenue Suite 96,Westfield,Massachusetts,Hampden County,25013,01086,42.095996956186795,-72.79533763277271,36626.94,925319.54,15252
fe1efc05-95d4-a562-dd65-fe20607c94b6,2014-04-17,,999-53-2934,,,,Hyman89,Josiah310,Block661,,,,black,nonhispanic,M,Bernardston  Massachusetts  US,941 Langosh Street Suite 86,Berlin,Massachusetts,Worcester County,,00000,42.35479621716855,-71.6421422574597,15169.89,17806.51,80259
a41ddfc0-c4d1-4c17-945d-7070d13311a0,1963-11-29,,999-65-4881,S99936744,X51732516X,Mr.,Shelby741,Wilfredo622,Dibbert990,,,M,white,nonhispanic,M,Frankfurt  Hesse  DE,450 Wilkinson Harbor,Yarmouth,Massachusetts,Barnstable County,,00000,41.683880232732484,-70.27219267672459,133146.75,4793.21,74446
7414b8f7-4d24-fe8a-7d27-b0c105d2fda9,2015-01-11,,999-99-1253,,,,Janine159,,Johnson679,,,,black,nonhispanic,F,Weymouth  Massachusetts  US,529 Denesik Well Apt 54,Boston,Massachusetts,Suffolk County,25025,02128,42.370115806637905,-71.06651170843217,33691.29,4748.71,148386
41f6a07c-75cd-bb4e-570f-04fa48d08618,2006-03-26,,999-48-3230,S99992604,,Mr.,Antoine384,Miquel905,Kassulke119,,,,white,nonhispanic,M,Grafton  Massachusetts  US,166 Murazik Path,Boston,Massachusetts,Suffolk County,25017,02467,42.39348746211331,-70.96192741876594,66724.75,351620.30,90845
1660804d-b64e-fbbb-e89b-2070cfdc3538,1944-04-23,,999-88-6810,S99982797,X62198164X,Mrs.,Rosann381,Liliana922,Metz686,MD,Hagenes547,M,asian,nonhispanic,F,Ho Chi Minh City  Gia Định  VN,654 Lang Well,Cambridge,Massachusetts,Middlesex County,25017,02142,42.398443405597604,-71.0946910560804,1238150.14,220515.59,82011
c69f7d73-4438-44b0-ee46-c63865244d38,1945-12-11,,999-22-7536,S99913117,X77818123X,Mr.,Quentin28,Joshua658,Schoen8,,,S,white,nonhispanic,M,West Bridgewater  Massachusetts  US,279 Bogisich Plaza Unit 7,Fitchburg,Massachusetts,Worcester County,25027,01420,42.62452565633033,-71.80280305319872,123458.40,394446.40,25108
6d221000-3123-a85a-1eba-b2625edfae29,1958-07-04,2011-11-17,999-66-7587,S99937126,X42622869X,Mr.,Antione404,Claud279,Friesen796,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,682 Wehner Bay,Brockton,Massachusetts,Plymouth County,25023,02351,42.07791402300931,-70.90884473389855,286590.23,1007812.53,49418
539d152e-e6c0-2919-30f1-57e65cbbeb00,1962-01-09,,999-18-9176,S99965190,X25353612X,Ms.,Shyla233,Lupe126,Quitzon246,,,S,white,nonhispanic,F,Bliss Corner  Massachusetts  US,499 Gutkowski Ranch,New Bedford,Massachusetts,Bristol County,25005,02747,41.64078333418845,-70.98105848269775,724145.90,387029.56,63097
0435d5f8-4cbd-41f7-9561-4578edd3c966,2006-12-13,,999-89-2797,S99952956,,Ms.,Fransisca150,Essie785,Hamill307,,,,white,nonhispanic,F,Hudson  Massachusetts  US,514 Murray Stravenue,Braintree,Massachusetts,Norfolk County,25021,02184,42.251928491597724,-71.03946534451234,75321.85,11574.22,135098
2def5767-9390-bb43-2835-da1911682905,2020-11-11,,999-75-4769,,,,Catrina144,Madge238,Hermiston71,,,,white,nonhispanic,F,Leominster  Massachusetts  US,808 Brekke Estate,Plymouth,Massachusetts,Plymouth County,25023,02360,41.90556256439171,-70.61317181883715,12983.30,0.00,57822
15539a0d-a453-b0fe-6977-0d34af927e43,1959-07-13,,999-31-1874,S99928595,X78128619X,Mr.,Zachery872,Kennith515,Armstrong51,,,M,black,nonhispanic,M,Plymouth  Massachusetts  US,713 O'Keefe Gateway Apt 31,Wareham,Massachusetts,Plymouth County,,00000,41.77604707143417,-70.7244855935225,165590.12,26865.63,78233
e190530a-88e1-e315-4557-6ffcd590e755,1969-02-10,,999-92-4622,S99987280,X66674740X,Mr.,Mikel238,Edison640,Howell947,,,D,white,nonhispanic,M,Medford  Massachusetts  US,552 Bradtke Wynd Unit 94,Boston,Massachusetts,Suffolk County,25025,02134,42.253540016593185,-71.09355627345401,18163.21,389993.45,7919
14b0cdd8-33bc-7bd4-36e7-eaf2f0f5271a,1960-06-20,,999-76-1388,S99926668,X6173478X,Mrs.,Rosa195,Yolanda648,Delafuente833,,Bahena335,M,black,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,143 Blick Glen,Rowley,Massachusetts,Essex County,25009,01969,42.70615629060619,-70.85832877871565,401043.50,901752.36,973534
26a3845d-32b8-9932-4054-6a3b6fc551b9,1945-11-05,2019-03-26,999-82-9827,S99936869,X35043785X,Ms.,Laraine204,Jovita355,Adams676,,,S,white,nonhispanic,F,Hudson  Massachusetts  US,1086 O'Reilly Orchard Unit 33,Marshfield,Massachusetts,Plymouth County,25023,02050,42.128924520039526,-70.73515864373897,459708.13,726911.81,77581
48d4e180-a1f7-7173-07ff-209bd01755fa,1984-09-22,2013-09-30,999-48-7922,S99958992,X17153332X,Mr.,Cyrus914,Leonel449,Metz686,,,M,white,nonhispanic,M,Amesbury  Massachusetts  US,947 Wilderman Glen Apt 56,Peabody,Massachusetts,Essex County,25009,01940,42.550217945107015,-70.93835816681568,86696.28,21547.60,67885
13c7b62f-0b62-0d9f-61ad-c576da5d3e2b,1955-09-25,2024-12-21,999-37-2096,S99995924,X21619431X,Ms.,Joella167,Allene83,Treutel973,,,S,white,hispanic,F,Sharon  Massachusetts  US,826 Miller Rue,Taunton,Massachusetts,Bristol County,25005,02718,41.855964788579534,-71.09958451286943,375674.61,1395131.57,30740
1c9e1cab-d33a-d4b7-3d85-b7dedc9c43b8,1996-02-22,,999-38-9377,S99982081,X23940152X,Mr.,Diego848,Marcelo725,Schiller186,,,S,white,nonhispanic,M,Springfield  Massachusetts  US,1047 Haag Quay Suite 85,Boston,Massachusetts,Suffolk County,25025,02109,42.3571880704972,-71.07248805939176,59389.08,26306.90,99946
28e6f5b6-fc12-297d-eea5-847ca62707dc,2022-07-07,,999-68-5051,,,,Carlos172,Willa615,Wilkinson796,,,,black,nonhispanic,F,Leominster  Massachusetts  US,570 Abbott Green,Boston,Massachusetts,Suffolk County,25025,02114,42.32442204406271,-71.05656903430389,845.86,11255.49,6430
549fbe3d-fd1b-195a-e154-bebfcd44c2bb,1969-10-09,,999-63-8606,S99931716,X9482017X,Mrs.,Mi492,Mari763,Pouros728,,Schinner682,M,white,nonhispanic,F,Sudbury  Massachusetts  US,648 Ullrich Dale,Millbury,Massachusetts,Worcester County,,00000,42.19577977665471,-71.82696384078825,682801.41,317555.02,68015
d2a995a0-ff82-b641-6378-0bc4adc288b8,1984-09-22,,999-85-9075,S99995223,X11661489X,Mr.,Vincenzo126,Demarcus108,Nicolas769,,,S,white,nonhispanic,M,Boston  Massachusetts  US,1025 Senger Camp Suite 14,Peabody,Massachusetts,Essex County,25009,01940,42.54558203810931,-71.03686808161197,71750.24,9477.10,67885
cf4ce242-9a4e-b3fc-aee0-a8c039b5d2f4,1991-06-15,,999-17-6360,S99987363,X22021513X,Mr.,Philip822,Warner493,Schroeder447,,,S,white,nonhispanic,M,Bourne  Massachusetts  US,548 O'Connell Rapid Suite 85,Cambridge,Massachusetts,Middlesex County,25017,02140,42.33202358449266,-71.03788698299607,102415.06,208.88,69849
ae3dfb73-dc07-1ce3-7040-0060a76c0879,1955-09-25,,999-22-2079,S99921228,X86855780X,Ms.,Minnie888,Arvilla101,Bashirian201,,,S,white,hispanic,F,Lancaster  Massachusetts  US,354 Hahn Heights Unit 7,Taunton,Massachusetts,Bristol County,25005,02780,41.85849274163014,-71.0577222780247,236361.02,852145.31,30740
9caa043a-93d3-f510-3ca0-8b737518a13c,1958-07-04,,999-56-7011,S99987661,X24846953X,Mr.,Shelby741,Valentin929,Blanda868,,,M,white,nonhispanic,M,Shrewsbury  Massachusetts  US,300 Mayert Avenue Unit 63,Brockton,Massachusetts,Plymouth County,25023,02351,42.057910765228634,-71.06804953570965,314054.15,716530.20,49418
a9a8c544-b333-fce2-35d0-e439674dbf34,2007-01-21,,999-50-7583,S99970844,,Ms.,Amalia471,Adriana394,Collazo246,,,,white,hispanic,F,Ponce  Puerto Rico  PR,1090 Witting Dale,New Bedford,Massachusetts,Bristol County,25005,02744,41.51485032140555,-70.94503351010029,4463.90,96592.81,6755
3af0df30-ce44-1d46-5b32-8a7f6f4cd6a6,1976-01-10,,999-69-4823,S99996488,X69276107X,Mr.,Hai304,Alfonzo975,Nikolaus26,,,M,black,nonhispanic,M,Bourne  Massachusetts  US,948 Olson Mission,Plymouth,Massachusetts,Plymouth County,25023,02360,41.91178327113122,-70.61482051148315,125870.12,5181.76,104776
7058811b-8ba5-ce32-367f-f8b5a804ead7,1943-06-16,,999-69-3528,S99972426,X47809331X,Mrs.,Magen68,,Sanford861,,Kub800,M,white,nonhispanic,F,Billerica  Massachusetts  US,241 O'Reilly Landing Unit 42,Dalton,Massachusetts,Berkshire County,,00000,42.51280710042597,-73.14225332648736,1604507.22,779823.49,52250
47d5f34c-2221-d349-f569-982be5cbc887,1941-06-20,,999-68-2063,S99934233,X11181754X,Mr.,Abdul218,Spencer878,Koelpin146,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,382 Gleason Landing,Stoughton,Massachusetts,Norfolk County,,00000,42.10941984180293,-71.07203302917482,157323.02,172270.61,33971
85989aee-400f-e5a8-61a5-233d098a6374,1961-09-29,,999-16-1619,S99915176,X38725218X,Mrs.,Raymond398,Evelyne208,Kemmer137,,Nitzsche158,D,white,nonhispanic,F,Yarmouth Port  Massachusetts  US,314 O'Keefe Burg,Newton,Massachusetts,Middlesex County,25017,02464,42.362349999534246,-71.21926046915019,1023305.68,309426.24,38936
6699ae0f-f1d4-c463-2db4-eaafb86a7bd0,1941-06-28,2024-09-10,999-39-8282,S99970660,X89998784X,Mr.,Mervin111,Bradly656,Herman763,,,S,white,nonhispanic,M,Natick  Massachusetts  US,219 Waters Ville,Westfield,Massachusetts,Hampden County,25013,01086,42.09089396541882,-72.8216168831283,184350.84,291812.81,185308
edc95e6b-978c-d130-bf06-dba269bdf068,1945-11-05,,999-57-6957,S99957017,X76711786X,Mrs.,Hien98,Carole948,Ruecker817,,Brekke496,W,white,nonhispanic,F,Weymouth  Massachusetts  US,823 Ruecker Heights Unit 76,Marshfield,Massachusetts,Plymouth County,25023,02050,42.078023814764066,-70.68822012317786,549786.22,496846.15,77581
0549b1e7-edd9-3b61-aa72-59292eec2989,2016-03-16,,999-19-8219,,,,Dianne921,George991,Marks830,,,,white,nonhispanic,F,East Harwich  Massachusetts  US,502 Stamm Estate,Longmeadow,Massachusetts,Hampden County,25013,01106,42.0640210309881,-72.59244750485661,24255.52,13664.34,165155
15a1e94d-1e98-5655-75f9-1a3bc38266cb,1999-10-13,,999-91-8899,S99997802,X29435923X,Mr.,Wilson960,Larry532,Jaskolski867,,,,white,nonhispanic,M,Holyoke  Massachusetts  US,117 Borer Lodge,Northborough,Massachusetts,Worcester County,25027,01532,42.37086318967131,-71.59845703324362,72943.78,19931.66,53489
160d5604-eb93-5119-b8bd-62249da99c2e,1972-08-21,,999-57-8351,S99913499,X19556437X,Ms.,Becki838,Toni630,Heathcote539,,,S,white,nonhispanic,F,North Lakeville  Massachusetts  US,262 Connelly Walk,Dedham,Massachusetts,Norfolk County,25021,02090,42.223197268213475,-71.16066994810174,503915.88,239517.49,107006
3b6ad57d-aeb6-ac06-2de8-6e8d0db28c46,2014-08-17,,999-53-3073,,,,Craig656,Jake169,Mills423,,,,black,nonhispanic,M,Fitchburg  Massachusetts  US,409 Okuneva Row Suite 29,Worcester,Massachusetts,Worcester County,25027,01545,42.21350159452042,-71.81794699523572,15611.31,7674.15,26932
ff5a0236-0cac-c23f-203e-f7d1e38c2a35,1977-03-05,,999-89-7148,S99982576,X82771044X,Mr.,Rusty501,Donald774,Kozey370,,,M,white,nonhispanic,M,Burlington  Massachusetts  US,886 Wunsch Quay Unit 90,Quincy,Massachusetts,Norfolk County,25021,02170,42.22663403396499,-71.04797179607654,260423.64,460824.86,156278
8596960c-f7db-01bc-197d-f218db250bea,1968-07-31,,999-64-7132,S99942267,X38205964X,Mr.,Deon400,Guillermo498,Turcotte120,,,S,white,nonhispanic,M,Boston  Massachusetts  US,151 Nolan Ferry Apt 72,Braintree,Massachusetts,Norfolk County,25021,02184,42.18693406898807,-70.97990958474085,108617.79,72180.10,180486
93e1f60a-6f79-21b7-0d01-030ae4a70760,2018-07-28,,999-97-7735,,,,Dallas143,Gerry91,Hane680,,,,white,nonhispanic,F,Bedford  Massachusetts  US,202 Boyer Drive Suite 75,Newton,Massachusetts,Middlesex County,25017,02467,42.362032954573294,-71.25901867993957,29569.18,0.00,41156
ec91b9de-e327-2b77-4374-78e65b00ce8b,2023-12-01,,999-59-9429,,,,Carmen818,Carla633,Alcaraz418,,,,black,hispanic,F,Portsmouth  Saint John Parish  DM,208 Kiehn Brook,Boston,Massachusetts,Suffolk County,25025,02127,42.33578199859288,-71.035241728234,445.86,7419.94,11064
e619b3dc-42bc-dbae-ba5d-9f1486d9b61e,1940-08-23,,999-96-1882,S99916970,X1610428X,Mr.,Geoffrey157,Sheldon401,Labadie908,,,D,white,nonhispanic,M,Blackstone  Massachusetts  US,182 Gottlieb Arcade Apt 81,Quincy,Massachusetts,Norfolk County,25021,02169,42.22570625183054,-70.98232555449377,47518.98,332408.75,91726
4edb783b-8fb7-c155-f09d-b576b6cb688d,1983-04-08,,999-19-5659,S99990159,X9620596X,Mr.,Zachary28,Hassan290,Kuhn96,MD,,D,white,nonhispanic,M,Stow  Massachusetts  US,254 Waelchi Walk Suite 65,South Ashburnham,Massachusetts,Worcester County,,00000,42.64345756179242,-71.92710463983431,83433.38,1631.29,148514
